Query,Response
What will happen if I do not provide the required KYC information or documents to HNB FINANCE? நான் HNB FINANCE க்கு தேவையான KYC தகவல் அல்லது ஆவணங்களை வழங்கவில்லை என்றால் என்ன நடக்கும்? Nāṉ HNB FINANCE kku tēvaiyāṉa KYC takaval allatu āvaṇaṅkaḷai vaḻaṅkavillai eṉṟāl eṉṉa naṭakkum?,HNB FINANCE will have the right to reject the deposit.
Is there provision for Nomination for a Deposit? ஒரு டெபாசிட்டுக்கான நியமனத்திற்கான ஏற்பாடு உள்ளதா? Oru ṭepāciṭṭukkāṉa niyamaṉattiṟkāṉa ēṟpāṭu uḷḷatā?, Yes. You can nominate any person s as you wish. If you are nominating more than one person you should indicate each persons share. If not we will consider on equal share basis. The full name s of the nominees and their identification numbers such as NIC PP DL should be submitted by the depositor.
Can I change the nominees? நான் பரிந்துரைக்கப்பட்டவர்களை மாற்றலாமா? Nāṉ parinturaikkappaṭṭavarkaḷai māṟṟalāmā?, In the case of a new deposit the mandate provides provision for nomination. For all other subsequent changes we need a written confirmation from the depositor s. For subsequent changes you could obtain a nomination form the company.
In a case of a joint account could any one of the joint holders change the nominee? கூட்டுக் கணக்கு வழக்கில்  கூட்டு வைத்திருப்பவர்களில் யாராவது நாமினியை மாற்ற முடியுமா? Kūṭṭuk kaṇakku vaḻakkil  kūṭṭu vaittiruppavarkaḷil yārāvatu nāmiṉiyai māṟṟa muṭiyumā?,No. In a joint account all joint holders consent is necessary to change the nomination.
In a case of a joint account if one of the joint holders are deceased can the surviving holder s operate the account? கூட்டுக் கணக்கு வழக்கில்  கூட்டு வைத்திருப்பவர்களில் ஒருவர் இறந்துவிட்டால்  எஞ்சியிருப்பவர் கணக்கை இயக்க முடியுமா? Kūṭṭuk kaṇakku vaḻakkil  kūṭṭu vaittiruppavarkaḷil oruvar iṟantuviṭṭāl  eñciyiruppavar kaṇakkai iyakka muṭiyumā?,Yes. The surviving holder s can operate the account without the consent of the nominee. Nominee will come in to effect only in the event of demise of all depositors.
What happens in the case of the death of a depositor? How will the payment be made? டெபாசிட் செய்பவர் இறந்தால் என்ன நடக்கும்? பணம் எவ்வாறு செலுத்தப்படும்? Ṭepāciṭ ceypavar iṟantāl eṉṉa naṭakkum? Paṇam evvāṟu celuttappaṭum?,Upon the submission of the following documents by the nominee payment or transfer could be made to the nominee; 1.Deposit certificate 2.Certified copy of the death certificate of the depositor 3.Identification of the Nominee 4.Duly completed Affidavit by the nominee 5.Instruction letter from the nominee
When I open an account do I get a fixed deposit certificate? நான் கணக்கு தொடங்கும் போது எனக்கு நிலையான வைப்புச் சான்றிதழ் கிடைக்குமா? nāṉ kaṇakku toṭaṅkum pōtu eṉakku nilaiyāṉa vaippuc cāṉṟitaḻ kiṭaikkumā?, Yes. you will be given a certificate with the following information. Deposit account number Date of deposit Date of maturity Value of deposit Names of the depositor s with their identity details Mode of interest payment Terms and conditions governing the deposit.
What happens if I lose or misplace my certificate? எனது சான்றிதழை நான் இழந்தாலோ அல்லது தவறாக இடம் பெற்றாலோ என்ன நடக்கும்? Eṉatu cāṉṟitaḻai nāṉ iḻantālō allatu tavaṟāka iṭam peṟṟālō eṉṉa naṭakkum?,To perform any transaction you need have the certificate. In such instances you could request for a duplicate certificate with the following documents. Request letter from the depositor s duly perfected Affidavit attested by a Notary  JP (A specimen of an affidavit could be obtained from the company)
What are the present rates of interest? தற்போதைய வட்டி விகிதங்கள் என்ன? taṟpōtaiya vaṭṭi vikitaṅkaḷ eṉṉa?, Click here for the present rates of interest.
What happens if the interest rate changes during the contracted deposit period? ஒப்பந்தம் செய்யப்பட்ட டெபாசிட் காலத்தில் வட்டி விகிதம் மாறினால் என்ன நடக்கும்? Oppantam ceyyappaṭṭa ṭepāciṭ kālattil vaṭṭi vikitam māṟiṉāl eṉṉa naṭakkum?, There will be no change to the terms since we are contracted to the rate until its maturity as per current rules.
What are the periods for which deposits are accepted at present? தற்போது டெபாசிட்கள் ஏற்றுக்கொள்ளப்படும் காலங்கள் என்ன? Taṟpōtu ṭepāciṭkaḷ ēṟṟukkoḷḷappaṭum kālaṅkaḷ eṉṉa?, 1. 12 Months 2. 18 Months 3. 24 Months 4. 36 Months 5. 48 6. 60 Months.
Can I make a deposit for a short period? நான் ஒரு குறுகிய காலத்திற்கு டெபாசிட் செய்யலாமா? Nāṉ oru kuṟukiya kālattiṟku ṭepāciṭ ceyyalāmā?,Yes. You could make a fixed deposit for a minimum period of 12 months or if it Is less than 12 months you could open a Savings account.
How do make payment for the deposit? வைப்புத்தொகைக்கு எவ்வாறு பணம் செலுத்துவது? Vaipputtokaikku evvāṟu paṇam celuttuvatu?,The deposit can be made to your nearest HNB FINANCE Branch by means of Cash; fund transfer directly to a HNB FINANCE designated Bank account or Cheque  bank draft issued in favor of HNB FINANCE PLC
Can funds be deposited from time to time as additions to the existing deposits? தற்போதுள்ள வைப்புத்தொகைக்கு கூடுதலாக நிதியை அவ்வப்போது டெபாசிட் செய்ய முடியுமா? Taṟpōtuḷḷa vaipputtokaikku kūṭutalāka nitiyai avvappōtu ṭepāciṭ ceyya muṭiyumā?, Additions part payments could be made only at the date of Maturity. Alternatively you could open a new deposit account.
Can deposits be made by way of cheques issued favoring the depositor or third party and endorsed in favor of HNB FINANCE? டெபாசிட் செய்பவருக்கு அல்லது மூன்றாம் தரப்பினருக்கு ஆதரவாக வழங்கப்பட்ட காசோலைகள் மூலம் டெபாசிட் செய்ய முடியுமா? மற்றும் HNB நிதிக்கு ஆதரவாக ஒப்புதல் அளிக்கப்படுமா? Ṭepāciṭ ceypavarukku allatu mūṉṟām tarappiṉarukku ātaravāka vaḻaṅkappaṭṭa kācōlaikaḷ mūlam ṭepāciṭ ceyya muṭiyumā? Maṟṟum HNB nitikku ātaravāka opputal aḷikkappaṭumā?,Cheques favoring a third party (not the depositor) are not accepted. However uncrossed cheques drawn in favor of the depositor could be accepted. All deposits made by cheques are subject to realization of the proceeds.
Can I withdraw my Fixed Deposit before maturity? முதிர்வுக்கு முன் எனது நிலையான வைப்புத்தொகையை திரும்பப் பெற முடியுமா? Mutirvukku muṉ eṉatu nilaiyāṉa vaipputtokaiyai tirumpap peṟa muṭiyumā?, Yes. You could at any given time. However you could obtain a FD agents Loan without withdrawing your deposit.
Who is eligible to open a Senior Citizens account? மூத்த குடிமக்கள் கணக்கைத் திறக்க யார் தகுதியானவர்கள்? Mūtta kuṭimakkaḷ kaṇakkait tiṟakka yār takutiyāṉavarkaḷ?,Customers who are 60 years of age or above are eligible to obtain a HNB FINANCE Senior Citizens account
Can a joint account be opened with a Senior Citizen where one of the Citizens account holders is below the qualifying age? குடிமக்கள் கணக்கு வைத்திருப்பவர்களில் ஒருவர் தகுதிபெறும் வயதிற்குக் கீழே உள்ள மூத்த குடிமகனுடன் கூட்டுக் கணக்கைத் தொடங்க முடியுமா? kuṭimakkaḷ kaṇakku vaittiruppavarkaḷil oruvar takutipeṟum vayatiṟkuk kīḻē uḷḷa mūtta kuṭimakaṉuṭaṉ kūṭṭuk kaṇakkait toṭaṅka muṭiyumā?,No At the time of opening the account all joint holders must complete the age of 60 Years.
What happens to my account when I reach the age of a Senior Citizen (60 years)? நான் ஒரு மூத்த குடிமகனின் (60 வயது) வயதை அடையும் போது எனது கணக்கிற்கு என்ன நடக்கும்? Nāṉ oru mūtta kuṭimakaṉiṉ (60 vayatu) vayatai aṭaiyum pōtu eṉatu kaṇakkiṟku eṉṉa naṭakkum?,Talk to your customer care officer and you could make necessary changes when renewing   opening a new deposit or savings account.
What other benefits are available for HNB FINANCE Depositors? HNB FINANCE வைப்பாளர்களுக்கு வேறு என்ன நன்மைகள் உள்ளன? HNB FINANCE vaippāḷarkaḷukku vēṟu eṉṉa naṉmaikaḷ uḷḷaṉa?, 1. Loan facilities against the deposit. 2. Letters of guarantee (Bank Guarantees) 3. TR facilities through ATMs . 
Do you pay monthly interest on deposits? வைப்புத்தொகைக்கு நீங்கள் மாதாந்திர வட்டி செலுத்துகிறீர்களா? Vaipputtokaikku nīṅkaḷ mātāntira vaṭṭi celuttukiṟīrkaḷā?, Yes interest can be paid monthly or at maturity
What are the modes by which interest is paid? வட்டி செலுத்தும் முறைகள் என்ன? vaṭṭi celuttum muṟaikaḷ eṉṉa?,As per the instruction given by the depositor the interest payment can be arranged as follows; Payment to the account designated by the customer (E.g. HNB FINANCE Savings account or other bank accounts)
Can you pay interest to the second depositor or a designated person? இரண்டாவது வைப்பாளர் அல்லது நியமிக்கப்பட்ட நபருக்கு வட்டி செலுத்த முடியுமா? iraṇṭāvatu vaippāḷar allatu niyamikkappaṭṭa naparukku vaṭṭi celutta muṭiyumā?,Yes. with the instructions of deposit holder s the interest can be paid either to one of the joint holders or to a third party with a written consent of the deposit account holders.
When do you intimate the maturity of the deposit? வைப்புத்தொகையின் முதிர்ச்சியை நீங்கள் எப்போது தெரிவிக்கிறீர்கள்? Vaipputtokaiyiṉ mutircciyai nīṅkaḷ eppōtu terivikkiṟīrkaḷ?,A computer generated renewal notice is sent 14 days in advance of the maturity date.
What I should do to get my deposit renewed? எனது டெபாசிட்டைப் புதுப்பிக்க நான் என்ன செய்ய வேண்டும்? Eṉatu ṭepāciṭṭaip putuppikka nāṉ eṉṉa ceyya vēṇṭum?,The completed renewal notice and the matured term deposit certificate should be sent to us or you may hand over these documents to any of our Branches to issue a new certificate on renewal.
Are the signatures of all the joint depositors required on the renewal form? புதுப்பித்தல் படிவத்தில் அனைத்து கூட்டு வைப்பாளர்களின் கையொப்பங்கள் தேவையா? Putuppittal paṭivattil aṉaittu kūṭṭu vaippāḷarkaḷiṉ kaiyoppaṅkaḷ tēvaiyā?,This is subject to the operating instructions given at the time of opening the account.
If I do not respond to the renewal notice what will happen to my deposit? புதுப்பித்தல் அறிவிப்புக்கு நான் பதிலளிக்கவில்லை என்றால்  எனது வைப்புத்தொகைக்கு என்ன நடக்கும்? Putuppittal aṟivippukku nāṉ patilaḷikkavillai eṉṟāl eṉatu vaipputtokaikku eṉṉa naṭakkum?,On a Monthly Interest payment fixed Deposit the capital will be renewed automatically with the prevailing interest rate for the same period. And if it is a maturity deposit the capital will be renewed with the accrued interest and will be renewed for the equal period at the prevailing rate.
At maturity how can I withdraw my deposit? முதிர்வு நேரத்தில் எனது வைப்புத்தொகையை நான் எவ்வாறு திரும்பப் பெறுவது? Mutirvu nērattil eṉatu vaipputtokaiyai nāṉ evvāṟu tirumpap peṟuvatu?,You have to surrender the original deposit certificate duly discharged with the payment instructions. 
Do I need to give notice of withdrawal? நான் திரும்பப் பெறுவதற்கான அறிவிப்பை வழங்க வேண்டுமா? Nāṉ tirumpap peṟuvataṟkāṉa aṟivippai vaḻaṅka vēṇṭumā?,No notice of withdrawal is necessary. However In a case of a withdrawal through a branch it is advisable to give one days notice as the payments are processed at a central location.
In case I need money urgently can I withdraw the deposit? எனக்கு அவசரமாக பணம் தேவைப்பட்டால் நான் டெபாசிட்டை திரும்பப் பெறலாமா? Eṉakku avacaramāka paṇam tēvaippaṭṭāl nāṉ ṭepāciṭṭai tirumpap peṟalāmā?,Yes you can. The Deposit could be withdrawn on request of the depositor and at the discretion of the company subject to a discounted interest rate. In a case of a joint account withdrawal will be allowed as per the operating instructions given by the joint holders.
Can I get part payment prematurely? நான் முன்கூட்டியே பணம் பெற முடியுமா? Nāṉ muṉkūṭṭiyē paṇam peṟa muṭiyumā?,Yes. The same procedure is applicable as for a full premature withdrawal. However in such cases the depositor can also consider obtaining a loan up to 90.00% on maturity deposits and up to 70 percentage on monthly deposits of the deposit amount.
Is the signature of one of the depositors sufficient for payment at maturity or prematurely? டெபாசிட் செய்பவர்களில் ஒருவரின் கையொப்பம் முதிர்வு அல்லது முன்கூட்டியே பணம் செலுத்த போதுமானதா? Ṭepāciṭ ceypavarkaḷil oruvariṉ kaiyoppam mutirvu allatu muṉkūṭṭiyē paṇam celutta pōtumāṉatā?,This depends on the operating instructions given at the time of opening of the account as in some cases it could be both all or either party.
Will you allow a loan on the deposit? வைப்புத்தொகையின் மீது நீங்கள் கடனை அனுமதிப்பீர்களா? Vaipputtokaiyiṉ mītu nīṅkaḷ kaṭaṉai aṉumatippīrkaḷā?, Yes  you are eligible to apply for a loan against your deposit ranging from 70% to 90% of the capital value according to the category of the deposit
What notice is necessary to obtain a temporary loan? தற்காலிக கடனைப் பெற என்ன அறிவிப்பு அவசியம்? Taṟkālika kaṭaṉaip peṟa eṉṉa aṟivippu avaciyam?,No notice is necessary.
What are the documents needed to obtain a loan? கடன் பெற என்னென்ன ஆவணங்கள் தேவை? Kaṭaṉ peṟa eṉṉeṉṉa āvaṇaṅkaḷ tēvai?,1. Original Fixed deposit certificate 2. Loan application form signed by the depositor s as per the operating instruction given in the deposit application
Can the loan be repaid in installments? கடனை தவணை முறையில் திருப்பிச் செலுத்த முடியுமா? kaṭaṉai tavaṇai muṟaiyil tiruppic celutta muṭiyumā?,Yes. Until the Maturity of the Deposit takes place the loan can be repaid. Thereafter if you wish the loan balance could be carried forward subject to renewal of the deposit.
What are the advantages of financing through leasing? குத்தகை மூலம் நிதியளிப்பதன் நன்மைகள் என்ன? Kuttakai mūlam nitiyaḷippataṉ naṉmaikaḷ eṉṉa?, 1. Facilities can be obtained much faster than traditional forms of financing 2. Requires less documents 3. Known monthly commitment 4. Frees up bank lines 5. Repayment plans according to your requirement (Structured and Residual Lease Facilities)
What are the types of equipment are financed? என்ன வகையான உபகரணங்கள் நிதியளிக்கப்படுகின்றன? eṉṉa vakaiyāṉa upakaraṇaṅkaḷ nitiyaḷikkappaṭukiṉṟaṉa?,Motor vehicles three wheelers motor cycles tractors construction equipment plant and machinery computers etc.
Are used vehicles equipment financed? பயன்படுத்தப்பட்ட வாகனங்கள் உபகரணங்களுக்கு நிதியளிக்கப்படுகிறதா? Payaṉpaṭuttappaṭṭa vākaṉaṅkaḷ upakaraṇaṅkaḷukku nitiyaḷikkappaṭukiṟatā?, Yes used assets are financed subject to there being an established value for such assets. It is also a necessity for there to be a clearly identifiable owner for such assets.We finance popular vehicles which are up to 20 years old subject to conditions
Who can obtain a lease facility? குத்தகை வசதியை யார் பெறலாம்? Kuttakai vacatiyai yār peṟalām?, Any individual partnership or limited liability company could obtain a facility subject to the financiers assessment of the applicants creditworthiness
Does one have to be a tax payer or a current account holder to be eligible to obtain a lease facility? குத்தகை வசதியைப் பெறுவதற்கு ஒருவர் வரி செலுத்துபவராக அல்லது நடப்புக் கணக்கு வைத்திருப்பவராக இருக்க வேண்டுமா? Kuttakai vacatiyaip peṟuvataṟku oruvar vari celuttupavarāka allatu naṭappuk kaṇakku vaittiruppavarāka irukka vēṇṭumā?, No. These are no pre requisites.
Do you need to pledge assets as collateral? நீங்கள் சொத்துக்களை அடமானமாக வைக்க வேண்டுமா? Nīṅkaḷ cottukkaḷai aṭamāṉamāka vaikka vēṇṭumā?, No. Leasing facilities are generally extended without additional collateral. However there could be instances where additional collateral may be requested for especially when it comes to financing of equipment
What documents do I have to submit when applying for a lease facility? குத்தகை வசதிக்கு விண்ணப்பிக்கும் போது நான் என்ன ஆவணங்களைச் சமர்ப்பிக்க வேண்டும்? Kuttakai vacatikku viṇṇappikkum pōtu nāṉ eṉṉa āvaṇaṅkaḷaic camarppikka vēṇṭum?, 1. Invoice from the person selling the vehicle equipment 2. Valuation from a company approved value. Valuations could be obtained through our branch network (Except Brand New Vehicle). 3. Proof of income of applicant and guarantors. If documents are not available we could still consider based income projected income assessment derived from discussions and onsite inspections 1.Documents certifying confirming sources of projected income. 2. Project proposals in the case of equipment financing. 3. Copies of NICs of the applicant and the guarantors
Can the payment plan be structured to meet my cash flow? எனது பணப்புழக்கத்தைப் பூர்த்தி செய்யும் வகையில் கட்டணத் திட்டத்தைக் கட்டமைக்க முடியுமா? Eṉatu paṇappuḻakkattaip pūrtti ceyyum vakaiyil kaṭṭaṇat tiṭṭattaik kaṭṭamaikka muṭiyumā?, Yes if income is seasonal.
How much would I have to pay as pre payments? முன்பணமாக நான் எவ்வளவு செலுத்த வேண்டும்? Muṉpaṇamāka nāṉ evvaḷavu celutta vēṇṭum?,This would depend on the age of the asset marketability of the asset credit worthiness of the applicant etc.
Can a lease facility be repaid prematurely? குத்தகை வசதியை முன்கூட்டியே திருப்பிச் செலுத்த முடியுமா? Kuttakai vacatiyai muṉkūṭṭiyē tiruppic celutta muṭiyumā?, Yes. There would be a rebate for pre termination.
How long would it take to obtain a lease facility? குத்தகை வசதியைப் பெறுவதற்கு எவ்வளவு காலம் எடுக்கும்? Kuttakai vacatiyaip peṟuvataṟku evvaḷavu kālam eṭukkum?, We are committed to finalizing an application within a day subject to all required information documents being submitted.
Do I have to insure the asset financed? நிதியளிக்கப்பட்ட சொத்தை நான் காப்பீடு செய்ய வேண்டுமா? Nitiyaḷikkappaṭṭa cottai nāṉ kāppīṭu ceyya vēṇṭumā?, Yes the asset financed has to be insured (Full Insurance). Our fully owned subsidiary HNB Assurance will place the insurance with an insurer of your choice who is acceptable to us
Whom do I contact in order to obtain a lease facility? குத்தகை வசதியைப் பெற நான் யாரைத் தொடர்புகொள்வது? Kuttakai vacatiyaip peṟa nāṉ yārait toṭarpukoḷvatu?, Simply call your nearest branch or our customer service hotline on 0112024848 and we will assist you accordingly
Can the rental payments under lease contract be claimed as an allowable expense? குத்தகை ஒப்பந்தத்தின் கீழ் உள்ள வாடகைக் கொடுப்பனவுகளை அனுமதிக்கக்கூடிய செலவாகக் கோர முடியுமா? Kuttakai oppantattiṉ kīḻ uḷḷa vāṭakaik koṭuppaṉavukaḷai aṉumatikkakkūṭiya celavākak kōra muṭiyumā?,The rental could be claimed subject to the asset leased being used to generate income on a liable activity
What benefits do I enjoy if I open a Savings account with HNB FINANCE? நான் HNB FINANCE உடன் சேமிப்புக் கணக்கைத் திறந்தால் என்ன பலன்களை அனுபவிக்கிறேன்? Nāṉ HNB FINANCE uṭaṉ cēmippuk kaṇakkait tiṟantāl eṉṉa palaṉkaḷai aṉupavikkiṟēṉ?,1. You obtain a competitive higher interest rate. 2.You receive an even higher interest when the account balance grows. 3. You can access your account from any of our island wide network of branches. You can also access your account from any HNB ATM. 4. You enjoy free standing order facilities. 5. You select your desired account to suit your requirement. Refer product details on main web page. 6. You can choose to have a pass book.
How can I withdraw money from a savings account? சேமிப்புக் கணக்கிலிருந்து நான் எப்படிப் பணத்தைப் பெறுவது? Cēmippuk kaṇakkiliruntu nāṉ eppaṭip paṇattaip peṟuvatu?, You can withdraw the money from any of the HNB FINANCE Branch counters during office working hours or from HNB ATMs up to a maximum of Rs. 150000 = per day. 24×7 ( HNB FINANCE  HNB network)
Do you charge on ATM Withdrawals? ஏடிஎம் மூலம் பணம் எடுப்பதில் கட்டணம் வசூலிக்கிறீர்களா? ēṭi em mūlam paṇam eṭuppatil kaṭṭaṇam vacūlikkiṟīrkaḷā?, Rs.12 will be charged on withdrawals and Rs. 7 = will be charged on Balance Inquiries. Please be aware that the Company reserves the right to amend any terms or conditions after notice.(These chargers are subject to changes)
Are your Branches Electronically Linked? Yes our branch network is linked which means உங்கள் கிளைகள் மின்னணு முறையில் இணைக்கப்பட்டுள்ளதா? Uṅkaḷ kiḷaikaḷ miṉṉaṇu muṟaiyil iṇaikkappaṭṭuḷḷatā?, if you deposit money from Colombo you could withdraw your money from any HNB FINANCE Branch or vice versa.
How can I make deposits to my savings account? எனது சேமிப்புக் கணக்கில் நான் எவ்வாறு டெபாசிட் செய்வது? Eṉatu cēmippuk kaṇakkil nāṉ evvāṟu ṭepāciṭ ceyvatu?, You can make deposits at any branch counter by cash or cheque. If deposited by cheque the cheque should be drawn in favor of  HNB FINANCE Company PLC O A of Account holders name and account number. If necessary fund transfers could also be arranged
Do I have to maintain a minimum balance in a savings account? நான் சேமிப்புக் கணக்கில் குறைந்தபட்ச இருப்பு வைத்திருக்க வேண்டுமா? nāṉ cēmippuk kaṇakkil kuṟaintapaṭca iruppu vaittirukka vēṇṭumā?,Yes. In a Normal Senior Citizen savings account Rs. 250 = to be maintained and In a Yalu Savings account Rs.250 = and in a Miyulasi Savings account Rs.250 =
Is there a charge if I do not maintain the minimum balance? குறைந்தபட்ச இருப்புத் தொகையை நான் பராமரிக்கவில்லை என்றால் கட்டணம் விதிக்கப்படுமா? Kuṟaintapaṭca irupput tokaiyai nāṉ parāmarikkavillai eṉṟāl kaṭṭaṇam vitikkappaṭumā?,No
How can I obtain an HNB FINANCE ATM Card? நான் எப்படி HNB FINANCE ATM கார்டைப் பெறுவது? nāṉ eppaṭi HNB FINANCE ATM kārṭaip peṟuvatu?,If you are an existing savings account holder (except Yalu) you may forward an application form to any of our branches who will make arrangements to provide you the ATM card within maximum of 5 working days.
What is required to open a HNB FINANCE Yalu Childrens Savings Account? HNB FINANCE யாலு குழந்தைகள் சேமிப்புக் கணக்கைத் திறக்க என்ன தேவை? HNB FINANCE yālu kuḻantaikaḷ cēmippuk kaṇakkait tiṟakka eṉṉa tēvai?, HNB FINANCE Yalu Childrens Savings Account can be opened by a parent or a Legal guardian of a child below the age of 18 year following are the pre requests 1. Account could be open with a maximum deposit of LKR 250 2. A certified copy of the childs Birth Certificate . 3. A certified copy of the Parent  Legal Guardians ID Card  valid PP  DL.
What are the special attractions for HNB FINANCE Yalu childrens savings accounts? HNB FINANCE யாலு குழந்தைகள் சேமிப்புக் கணக்குகளுக்கான சிறப்பு அம்சங்கள் என்ன? HNB FINANCE yālu kuḻantaikaḷ cēmippuk kaṇakkukaḷukkāṉa ciṟappu amcaṅkaḷ eṉṉa?, There are two types of HNB FINANCE Yalu savings accounts Yalu Savings account with gift package  This account includes an attractive interest rate and a gift at account opening and as the account balance grows
What happens when a minor attains the age of consent   majority? ஒரு மைனர் பெரும்பான்மை வயதை அடையும்போது என்ன நடக்கும்? Oru maiṉar perumpāṉmai vayatai aṭaiyumpōtu eṉṉa naṭakkum?, The company will send a letter requesting to convert the status of the account. The parent guardian should make arrangement to forward a new savings application in the name of the Minor turned Major with the signature and a copy of the national identity card
Can parent guardian withdraw the money in a HNB FINANCE Yalu Children savings account? HNB FINANCE யாலு குழந்தைகள் சேமிப்புக் கணக்கில் பெற்றோர் பாதுகாவலர் பணத்தை எடுக்க முடியுமா? HNB FINANCE yālu kuḻantaikaḷ cēmippuk kaṇakkil peṟṟōr pātukāvalar paṇattai eṭukka muṭiyumā?, No. However in the following special circumstances withdrawals are allowed. 1. If there is a necessity for the Childs benefit such as education and medical expenses a written request with proof of documents which satisfies the company will have to be submitted. 2. The balance in a minors account may be transferred upon written instructions of the parent guardian of the minor to an account maintained in the name of the minor in an authorized deposit taking institution upon completion of sixty months from the date of the first deposit or any time thereafter. The transfer should be effected by a cheque drawn in favour of the minor and crossed account payee only
How can I open an account? நான் எப்படி கணக்கை திறப்பது? nāṉ eppaṭi kaṇakkai tiṟappatu?,1. In opening savings accountshould obtain the duly completed account opening application mandate with signature. 2. Should have the identity of the applicant established by means any of the following documents in opening savings accounts. National Identity Card valid passport valid Drivers license Senior Citizens Identity card with an identification number
What should i do when passbook is lost? பாஸ்புக் தொலைந்து போனால் நான் என்ன செய்ய வேண்டும்? Pāspuk tolaintu pōṉāl nāṉ eṉṉa ceyya vēṇṭum?,Customer should be apprised that the bank should be informed immediately in the event the passbook gets lost and that the passbook should not be alienated.Affidavit should provide which attested by a Justice of peace  Commissioner for oath  attorney at law should be independently verified.
How can I apply a personal loan and what are the documents need to submit? தனிநபர் கடனுக்கு நான் எவ்வாறு விண்ணப்பிக்கலாம் மற்றும் சமர்ப்பிக்க வேண்டிய ஆவணங்கள் என்ன? Taṉinapar kaṭaṉukku nāṉ evvāṟu viṇṇappikkalām maṟṟum camarppikka vēṇṭiya āvaṇaṅkaḷ eṉṉa?,Visit nearest Peoples Bank Brach to your permanent residence or works station with following documents. Latest three continuous pay sheets Copy of appointment letter or service certificate
What is the minimum balance that I need to maintain in the Savings Account? சேமிப்புக் கணக்கில் நான் பராமரிக்க வேண்டிய குறைந்தபட்ச இருப்பு எவ்வளவு? cēmippuk kaṇakkil nāṉ parāmarikka vēṇṭiya kuṟaintapaṭca iruppu evvaḷavu?, Rs 1000 
How to open a Minor(Children) account ? மைனர் (குழந்தைகள்) கணக்கை எவ்வாறு திறப்பது? Maiṉar (kuḻantaikaḷ) kaṇakkai evvāṟu tiṟappatu?,The parents or the Gordian of the Minor should complete the relevant forms on his her behalf. However the account should be maintained in the name of the Minor.Birth certificate is mandatory .
How can I activate a Dormant Account? செயலற்ற கணக்கை நான் எவ்வாறு செயல்படுத்துவது? Ceyalaṟṟa kaṇakkai nāṉ evvāṟu ceyalpaṭuttuvatu?, Visit your account holding branch with your passbook and make withdrawal to activate your dormant account.
Are there any minimum and maximum cash withdrawal limits per day? ஒரு நாளைக்கு குறைந்தபட்சம் மற்றும் அதிகபட்சமாக பணம் எடுப்பதற்கான வரம்புகள் ஏதேனும் உள்ளதா? Oru nāḷaikku kuṟaintapaṭcam maṟṟum atikapaṭcamāka paṇam eṭuppataṟkāṉa varampukaḷ ētēṉum uḷḷatā?,No
How can I access the services? நான் எவ்வாறு சேவைகளை அணுகுவது? nāṉ evvāṟu cēvaikaḷai aṇukuvatu?,Access to the Internet Banking Facility (Peoples Web) This can access via the Peoples Bank Website (www.peoplesbank.lk) and thereafter clicking the Internet Banking icon after clicking on the On line Banking Icon Access to the Mobile Banking Facility (Peoples Wave) Peoples Wave app can be downloaded and installed in the mobile phone from Play Store(Applicable only over ANDROID Version 4.4  APPLE (IOS) Version 8.0.) and App Galary (Huawei)
What is OTP? OTP என்றால் என்ன? OTP eṉṟāl eṉṉa?,OTP stands for One Time Password generated by the system. You will receive OTP to your Mobile phone number or email which is registered with the bank.
What is Phishing Image? ஃபிஷிங் இமேஜ் என்றால் என்ன? Ḥpiṣiṅ imēj eṉṟāl eṉṉa?,Phishing images are used to avoid the unauthorized access to your online banking facility. Select image from the list of images as you prefer at the registration and you have to use it once you forget your password.
What is the Phishing phase? ஃபிஷிங் கட்டம் என்றால் என்ன? Ḥpiṣiṅ kaṭṭam eṉṟāl eṉṉa?,Phishing phase should enter at the registration which contains not less than 08 and not more than 40 digits at the discretion of the customer.
How to enter the password ? கடவுச்சொல்லை எவ்வாறு உள்ளிடுவது ? Kaṭavuccollai evvāṟu uḷḷiṭuvatu?,Password should consist 08  12 characters. A minimum of an English Capital letter a simple letter a special symbol and a digit should be included therein.
How to enter the User Name ? பயனர் பெயரை உள்ளிடுவது எப்படி? Payaṉar peyarai uḷḷiṭuvatu eppaṭi?,The User Name should consist between 3 12 English letters and numbers English letters or numbers. Please do not enter any common user name eg SHEHAN
What are process for Registration? பதிவு செய்வதற்கான செயல்முறை என்ன? pativu ceyvataṟkāṉa ceyalmuṟai eṉṉa?, 1. Select the type of the account and enter the account number. 2. Select the type of the Identity Card and enter the Identity Card number. 3.Agreement or nonagreement with the terms and conditions that appear on screen. 4.Select one of the phishing images that appear on screen. Thereafter enter a Personal Phrase 5. Enter password and Reenter the same password 6. Select Access level  Should select Inquiry Full. 7. Should select either SMS or Email as the medium through which the one time password (OTP) will be obtained. 8. Click  Request OTP 9. Insert the OTP received via SMS or Email in the place appearing as OTP in the system and click Continue 10. You shall receive a notification informing whether registration has been successful or has failed.
Is there a fee for this service? இந்த சேவைக்கு கட்டணம் உள்ளதா? Inta cēvaikku kaṭṭaṇam uḷḷatā?, Six months grace period will be offered for the first six months. Thereafter the levying fee for this service is Rs 25  per month.
How do I change my Password? எனது கடவுச்சொல்லை எவ்வாறு மாற்றுவது? Eṉatu kaṭavuccollai evvāṟu māṟṟuvatu?,Go to Settings of the Mobile Banking or the Internet banking to change your password
